person_key,source_kind,source_key,video_key,video_uid,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,major_area,sub_area,criterion_code,criterion_index,score,knowledge_score,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,11,11,17,0:00:49,0:01:24,49.4,83.99,496,1022,"there. I see so many members of my team who have worked so hard.  Over the last 10, 11  months to make sure that we are running a great campaign for the people of this great state. Thank you for being heroes. How many of you are door  knockers the last couple of months through 115 degree heat? Wait, raise your hand if you've been a door knocker.  Okay, those are  the, honestly?  Those are the real  heroes, because it's about 115 degrees, and  they've been knocking on 900 doors every single day. I love you guys. Thank you",be51339ff7e3ed2c3430efc4e3223ca9fc52789571166aaf87ce07d89ab2d7ae,management,campaign_and_political_organization,MG078X93,108,15,30,they've been knocking on 900 doors every single day,"Described the campaign as an operation rather than a message: a ten-to-eleven-month duration, a named function (field canvass), and a daily production rate the field was held to. Named no budget, no cash on hand, no burn rate, no treasurer, no vendor, no FEC filing, and no goal set against a result. ANCHOR (a duration and a production rate on a named function); no MECHANISM for how the operation was run or held to the number.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,107,107,116,0:08:28,0:09:29,507.6,568.63,6311,7121,"going to take conservatives, independents, libertarians, even some disaffected Democrats. How many  former Democrats, how many people in here have voted Democrat at least once in their life? There we go.  We got a few of them in here. Honestly, I don't care if you're 18. Wait a minute. That started the conversation, by  the way.  somebody said  I didn't know you voted Democrat before that's okay it was ten and a half million Obama voters who  gave us President Donald J Trump and I don't hear if you're 18 years old  and you are just graduated from high school or if you're 81 and you're trying to enjoy your golden years if you're married if you're single if you're gay if you're straight if you're proud if you're white If you  love this country,  welcome.  Welcome to the America First movement, we love",f2f42aff21008c4e93ae2cfd102085034dd7a198534b44029ba80877efca4024,public_speaking,reach,PS051OFF,147,30,60,"going to take conservatives, independents, libertarians, even some disaffected Democrats","Standing in a room of her own supporters, aimed the claim past that room and enumerated who it was aimed at — conservatives, independents, libertarians, former Democrats, 18-year-olds and 81-year-olds, married and single, gay and straight — and closed on a condition anyone could meet ('If you love this country, welcome'). Anchored it with a cross-tribe figure, ten and a half million Obama voters. The claim is retellable by a listener outside the tribe, which is what this sub area asks. Held short of the upper rungs: no room named that the intermediary did not write, no second venue to compare, and the enumeration lands on an invitation to join a named movement, which this sub area says is not the test. MECHANISM + ANCHOR; no falsifier and no bypass room.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,119,119,126,0:09:35,0:10:18,574.87,618.05,7153,7912,"honest because as Reverend Maupin talked about, I've been covering this state for a long time. I know you think I'm 29, I've been around a lot longer than that.  I covered this state for 27 years,  and I feel like I know the people so well. I always joked I had an intimate relationship with the people. And I say that because I did the evening news, and I would be stopped when I was at the grocery store on the street, and people would say, ""My husband  and I were in bed last night watching the news, watching you."" And I said,  ""I  feel like I have an intimate relationship with you.""  So I  have an intimate relationship with the  people of Arizona and I have a feeling we get we have a lot more in common than people think You know, we agree on far more",edfdd61fe79b8fe35b14c22ff52404bb189883879eb1c7b8af7313b4ee2f5df5,great_life_experience,outside_the_political_class,GX08LRLT,79,25,40,I covered this state for 27 years,"Accounted for the adult years before politics with a duration and an occupation named as what it was: twenty-seven years covering Arizona, doing the evening news. Named media as media rather than calling it a business she ran. Gave no count of years to a first candidacy or first Form 2, no share of adult life, and no filing behind any of it; the career is offered as familiarity with the people rather than as a record. ANCHOR (a duration plus a named occupation in the named state); no filing and no residual.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,131,131,139,0:10:37,0:11:29,636.86,688.83,8131,8966,"- In the Republican Party, we do have our differences because  we like to debate, right? But I think we agree on 95% of everything. I really do, and even, I think we agree with our Democrat friends on maybe  80%, possibly. Let me tell you this, I know some Democrats, okay? And the Democrats I know want a  secure border. They really do. The Arizonans I know want a secure border.  The  Arizonans I know,  whether they're Republican or Democrat, they want a great education for their kiddos. We pour a lot of money into our education. We want to get a  great result. They want safe streets. They want safe neighborhoods. They want to know that if they  want to go for a bike ride or have the kids play in the front yard, they're going to be safe. They want to know that they're going to be safe. The Arizonans I know don't want war and",afcfe417061ecc885fd17f9df20e4de9bce23acc1975c7001e118068fb6a3ac9,public_speaking,clarity_on_hard_things,PS01OQH0,143,35,55,I think we agree on 95% of everything,"Took one claim — that voters of both parties want mostly the same things — and carried it through an ordered enumeration to a stop: a secure border, education that produces a result, safe streets, a bike ride without fear, peace rather than war. Plain language a disagreeing listener could repeat back, and the two figures are labelled as her own estimate ('I think', 'possibly') rather than bluffed as statistics. Short of the upper rungs: no number with a unit and a source, no definition of a contested term in words a critic could use, and the chain is abandoned four lines later for a good-versus-evil frame that contradicts it. MECHANISM (an ordered argument reaching a stop); no sourced ANCHOR.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,140,140,143,0:11:29,0:12:03,688.87,722.61,8968,9482,"poverty. They want peace and prosperity. Right?  And we got that with President Trump by the way. So if you think this is a battle between Democrats and Republicans, you're still sleeping. This is not a battle between Democrats and Republicans. That means you've been listening to the  fake news too  long. This is not a battle between Democrats and Republicans. This is a battle between good and evil.  This is a battle between the people who want to destroy  this country and the people who want to save America.",cdf9778bc715a1ce76b7ccd2072f0498aaaf637adf9b8aa1974620433c9b62ca,public_speaking,difficult_topics_without_inflammatory_collapse,PS04BKYU,146,-35,40,This is a battle between good and evil,"Put the contested matter on the table as a moral binary and aimed the hard charge at a class of people — 'the people who want to destroy this country' — rather than at a vote, a bill or a named act, and offered no distinction that changes anything. Stopped short of a slur, left the class undefined rather than naming a party, kept individual opponents as people elsewhere in the same speech, and reopened the frame four lines later to include Democrats explicitly. Named the matter, supplied no critic-usable name for it and no act underneath the charge.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,162,162,162,0:13:21,0:13:33,800.94,813.26,10520,10721,"somebody in politics, you look at their voting record, the things they've done, you know, most people in politics have a record  this big, and that's not good. I have a one-page record. There's nothing",ba9cee468d2f5883a52ef1d630cefc3de9a88193ac6ccbae22da66eccdf74923,great_life_experience,outside_the_political_class,GX08LRLT,79,-70,35,and that's not good. I have a one-page record. There's nothing,"Named the instrument correctly — the voting record is what opposition research reads — and then read the absence of one as the merit, contrasting a long record ('that's not good') with her own empty page. The instrument is described backwards while its name is used correctly: an empty record is offered as the qualification itself, which is this sub area's stated inversion, and no filing, license, payroll or other non-political record is put in its place at this point in the speech. Scored on the claim, not on being a challenger; the same sentence from a challenger of any party reads the same.",low,SPEAKER_95,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,182,182,184,0:14:07,0:14:28,846.89,867.7,11155,11434,"saw it. The people who do this research said they have never,  ever, in the whole history of doing research on some really...  Seedy characters back in DC. They've never seen someone with such a disgusting  record. He votes with Joe Biden and Kamala Harris 100% of the time Ruben",c24304302be9fac35cfe631eb12805f12bf856dfc104702923a001470491ddeb,intellectual_rigor,primary_sources,IR01RM9N,82,-30,30,"The people who do this research said they have never,","Reached for the right artifact class a moment earlier — the voting record — and then substituted for it a summary written by people with a stake in the outcome, quoting her own opposition researchers' characterization ('never seen someone with such a disgusting record') as the finding, and a physical stack of paper as the evidence. Named no roll call, no bill, no Congress, no date and no chamber record. Cited the recap in place of the original document; the interested writer is named but the interest is not.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,182,182,184,0:14:07,0:14:28,846.89,867.7,11155,11434,"saw it. The people who do this research said they have never,  ever, in the whole history of doing research on some really...  Seedy characters back in DC. They've never seen someone with such a disgusting  record. He votes with Joe Biden and Kamala Harris 100% of the time Ruben",c24304302be9fac35cfe631eb12805f12bf856dfc104702923a001470491ddeb,intellectual_rigor,numbers_units_and_comparators,IR085YE6,89,-25,25,He votes with Joe Biden and Kamala Harris 100% of the time,"Put a percentage on the table with no denominator, no year, no Congress and no source — which votes, over what period, counted how. This is the pattern across the recording rather than one slip: a dollar figure for Ukraine aid, a share of the state's population, a doors-per-day rate and an agreement percentage all arrive without a base, a year or a citation. Scored on the habit; the figure is not adjudicated here.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,189,189,192,0:14:40,0:15:11,879.81,910.87,11501,12059,"through some of this, guys. First of all, he voted for legislation which brought us the highest  inflation that we've seen in 40 years. That's why we can't afford anything. That's why my daughter said her generation is worried that they're never going to be able to have the American  dream. We've priced a generation of people out of the American dream.  That's why the retirees in Arizona are worried that their golden years are not going to be very golden. They're struggling to put food on the table.  I want to bring back the Trump economy, and we will.",884c69607073c9bf0c88150b3ebf43f60aa541cc6684cfce70056a72be8d74d2,economics,money_printing_and_purchasing_power,EC01H79N,41,8,30,That's why the retirees in Arizona are worried that their golden years are not going to be very golden. They're struggling to put food on the table.,"Named a magnitude for the inflation episode ('the highest inflation we've seen in 40 years'), attributed it to legislation, and named two loser classes concretely — a generation priced out of home ownership and Arizona retirees on fixed incomes. Named no channel at all between the legislation and the price level: no residual, no money or credit path, no supply shock, no expectations, no bill, no authority, no rate. Went past naming the topic; did not reach a mechanism. LOSER + a rough ANCHOR; no MECHANISM.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
kari_lake_us_pres,transcription,0jIindXGitE,0jIindXGitE,kari_lake_us_pres::0jIindXGitE,kari_lake_us_pres,198,198,199,0:15:25,0:15:48,925.34,948.11,12162,12483,"actually, it says right here, he marched and defunded the police rallies while our cities were burning back in 2020. He marched and defunded the police  rallies, and he wanted to actually get rid of the filibuster to pass the George Floyd legislation, which would have defunded the police nationwide. This is crazy stuff.",da348030faf13b162c26a3298d3e3531b1e11115ba5af1206efe477c8f7beea2,policy_wonk,public_safety_statutes,PW0942KW,141,-60,35,"the George Floyd legislation, which would have defunded the police nationwide","Named a specific federal bill and described what it would do backwards: the named bill's operative provisions are a misconduct registry, qualified-immunity and chokehold and no-knock changes and limits on surplus-equipment transfers, and it carries no withdrawal of police funding — while the money that pays local police is set by municipalities, not by Congress, so no federal bill defunds police nationwide. Named the instrument correctly and inverted its effect, and treated attendance at 2020 rallies as the same fact as a legislative act. Held above the floor because the bill does touch a real federal lever over local policing, which makes this an exaggeration of scale rather than a bare inversion — that reason is stated here rather than used silently to soften the number.",low,,1.0,v2all_20260905T2343Z_5598,2026-09-05T23:43:11.652Z
