person_key,letter,source_kind,source_key,video_key,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,score,criterion_code,criterion_key,criterion_index,direction,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
pramila_jayapal_wa_07,n,transcription,-5LqpQ0vkJY,-5LqpQ0vkJY,pramila_jayapal_wa_07,2,2,2,0:00:00,0:00:35,0.5,35.05,7,525,"you, Mr. Higgins, for your leadership to prevent this unprecedented shift of wealth from working people to millionaires, billionaires, and corporations. Let us be clear that this pay more for less bill is not a health care bill. It is a tax bill that gives $600 billion in tax cuts to the wealthiest. And it's paid for on the backs of poor and middle class households. In fact, the one basic principle that seems to be Consistent in this bill is that the richer you are, the bigger your tax cut. For instance, the top",a485dc0159578d9e825b75f5450b88f3e08b39eb1345e0b31d97617eed080452,-7,Npa9Fh4p,named_policy_advocacy,13,away,"leadership to prevent this unprecedented shift of wealth from working people to millionaires, billionaires, and corporations","Argues that a moving bill should be defeated and identifies it by what it does rather than by its title — ""this pay more for less bill is not a health care bill. It is a tax bill that gives $600 billion in tax cuts to the wealthiest"" — and thanks a colleague for leadership to prevent it. A stated fate for an identified instrument is a prescription, not an aside, and here it is the reason the source exists; it sits above the -5 standard on that ground and below -9 because it is one instrument in sixty-three seconds with no ask made of an audience.",high,SPEAKER_00,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
pramila_jayapal_wa_07,n,transcription,-5LqpQ0vkJY,-5LqpQ0vkJY,pramila_jayapal_wa_07,4,4,4,0:00:38,0:01:03,38.9,63.51,573,951,"million a year will get a total tax break of $275 million, or about $200,000 a year each. Meanwhile, working families see their benefits cut and their premiums rise. Madam Chairman, this is America. We don't begrudge people good fortune, but this bill is pure greed. The rich get richer while 24 million people are stripped of health care. That is simply not right. I yield back",1071fd3108d914255bb68df01d973ba7750e0796e0a75c236130cd438e061eee,-6,Nap2Qx7n,sustained_political_argument,12,away,this bill is pure greed. The rich get richer while 24 million people are stripped of health care. That is simply not right.,"Political argument carried with detail and heat across the whole of the subject's lines: a distributional claim about who gains and who loses under a pending bill, anchored with figures (the top earners' tax break, 24 million losing health coverage) and closing on ""That is simply not right."" The -5/-6 band is sustained argument with heat or detail; nothing in the source moves away from it, which is why it sits at -6 rather than -5.",high,SPEAKER_00,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
pramila_jayapal_wa_07,a,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,1,1,1,0:00:00,0:00:49,0.06,49.85,0,674,"Last night he continued his attack on all forms of immigration by issuing his latest iteration of a travel ban. This time restricting and limiting the entry of nationals from 19 countries. This list flies in the face of what this country is supposed to stand for. Banning a whole group of people because you disagree with the structure or the function of their often repressive governments not only lays blame in the wrong place, it creates a dangerous precedent. Barring people fleeing dangerous countries like Afghanistan, the Congo, Haiti, Sudan will only further destabilize global security and make us all less safe. And it is simply insulting that even the so-called",e166d536b3adac8ed0b0478feeb0486f97a10016d610dec0a5fbce4b2754dc8e,5,A6Xq4Jz2,problem_law_passage_opposed,14,toward,This time restricting and limiting the entry of nationals from 19 countries. This list flies in the face of what this country is supposed to stand for.,"Opposes the entry restriction issued the night before and says what the instrument does — limits entry of nationals from 19 countries — and that it sets a dangerous precedent. Anchor class met: the instrument and its scope are named. No channel, no named actor inside it and no remedy in this line, so it sits in the middle band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,a,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,2,2,2,0:00:49,0:01:03,49.85,63.58,676,860,"exceptions that are in this bill are not thought out, they continue to be cruel. Just look at the fact that it apparently allows members of people from Afghanistan who assisted the U.S",49104d313e95d0d723f13ebd61f059a020c3c83acb6ca559cd7ecbd6dcc58f7b,4,A6Xq4Jz2,problem_law_passage_opposed,14,toward,"exceptions that are in this bill are not thought out, they continue to be cruel","Objects to the instrument at provision level, saying its own stated exceptions are not worked through. One leg only — the provision, with no remedy attached in this passage — so below the +5 middle. The sentence continues into the following lines where the excluded class is named.",medium,SPEAKER_03,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,a,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,7,7,7,0:01:38,0:03:01,98.08,181.17,1379,2559,"for me to co-sponsor, yet again, Representative Chu's No Ban Act. I too remember I had just been elected to Congress, my first month in Congress, when I showed up at the SeaTac Airport, and we had to literally stop a plane from leaving the gate. bring it back from the tarmac when it had already left the gate because there were Somali immigrants on that plane who had made the trip over to see their families had valid visas and were being denied that day and so I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation which assures people that they will have access to counsel this was a bill that we introduced with the first the first No Ban Act around the Muslim ban, and I did it with then-Senator, U.S. Senator Kamala Harris, and we will introduce it again today to protect people's rights when they're arriving in this country. We've seen this story before. We know what happens. Pain for families, people's rights violated, chaos, and confusion. We will not allow these blanket bans on entire countries. They are not about national security. They're just about discrimination, plain and simple",cf7d7d51613383adc477115245a693f59972a477c642746a8d700570c6b8b1d7,7,A9dRw5Hj,good_law_named_and_wanted,11,toward,I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation,"Names two filed instruments — Rep. Chu's No Ban Act and an access-to-counsel companion bill — and says she is leading and introducing them, i.e. that they should pass. Substitution test met on the ANCHOR and REMEDY classes: rubric example 'a sunset on an emergency authority / a restoration of a right an enacted law narrowed'; subject instance 'a bill limiting the entry-ban authority and a bill guaranteeing access to counsel on arrival'. Cost also named in the same line — travellers with valid visas turned back at SeaTac. Stops below +8 because no channel by which the decision is made above the elected officials is stated and no blocker is named.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,g,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,2,2,4,0:00:49,0:01:11,49.85,71.88,676,962,"exceptions that are in this bill are not thought out, they continue to be cruel. Just look at the fact that it apparently allows members of people from Afghanistan who assisted the U.S. military to come in, but it does not allow their family members. how is that at all a solution to",0c9b435f9ecfdbad4d44098946cb5ec9248cafbad9f38080d8f04f158caa83aa,-4,G6rGs8Mu,names_the_primary_document,15,away,"it apparently allows members of people from Afghanistan who assisted the U.S. military to come in, but it does not allow their family members","Rejects the account that the proclamation's exceptions are humane by reading what the instrument itself does — admitting Afghans who assisted the US military while excluding their family members — rather than by asserting a counter-account. Primary-record anchor met on the instrument's own content. Hedged with 'apparently' and no section or text cited, so it stays at the low end of the band. Trigger spans lines 2-4, where one sentence is split by the diarizer.",medium,SPEAKER_03,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,n,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,1,1,1,0:00:00,0:00:49,0.06,49.85,0,674,"Last night he continued his attack on all forms of immigration by issuing his latest iteration of a travel ban. This time restricting and limiting the entry of nationals from 19 countries. This list flies in the face of what this country is supposed to stand for. Banning a whole group of people because you disagree with the structure or the function of their often repressive governments not only lays blame in the wrong place, it creates a dangerous precedent. Barring people fleeing dangerous countries like Afghanistan, the Congo, Haiti, Sudan will only further destabilize global security and make us all less safe. And it is simply insulting that even the so-called",e166d536b3adac8ed0b0478feeb0486f97a10016d610dec0a5fbce4b2754dc8e,-9,Nap2Qx7n,sustained_political_argument,12,away,This list flies in the face of what this country is supposed to stand for.,"Opens a sustained argument about a federal policy that runs to the end of the recording; the argument is the reason the source exists. Direction-blind and party-blind: the number records the amount of political argument, not its side. Not -10 because the source is a three-minute statement rather than an organising or campaigning act.",high,SPEAKER_00,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,n,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,7,7,7,0:01:38,0:03:01,98.08,181.17,1379,2559,"for me to co-sponsor, yet again, Representative Chu's No Ban Act. I too remember I had just been elected to Congress, my first month in Congress, when I showed up at the SeaTac Airport, and we had to literally stop a plane from leaving the gate. bring it back from the tarmac when it had already left the gate because there were Somali immigrants on that plane who had made the trip over to see their families had valid visas and were being denied that day and so I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation which assures people that they will have access to counsel this was a bill that we introduced with the first the first No Ban Act around the Muslim ban, and I did it with then-Senator, U.S. Senator Kamala Harris, and we will introduce it again today to protect people's rights when they're arriving in this country. We've seen this story before. We know what happens. Pain for families, people's rights violated, chaos, and confusion. We will not allow these blanket bans on entire countries. They are not about national security. They're just about discrimination, plain and simple",cf7d7d51613383adc477115245a693f59972a477c642746a8d700570c6b8b1d7,-5,Nip6Kt2r,institutional_power_talk,15,away,"They are not about national security. They're just about discrimination, plain and simple","Argues about the purpose behind a government action, setting aside its stated national-security rationale, and returns to that reading across the source. The criterion is symmetric — the same amount of institutional argument in either direction scores the same, and N never decides whether the claim is right. Standard band because the argument is sustained but short.",medium,SPEAKER_00,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,n,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,7,7,7,0:01:38,0:03:01,98.08,181.17,1379,2559,"for me to co-sponsor, yet again, Representative Chu's No Ban Act. I too remember I had just been elected to Congress, my first month in Congress, when I showed up at the SeaTac Airport, and we had to literally stop a plane from leaving the gate. bring it back from the tarmac when it had already left the gate because there were Somali immigrants on that plane who had made the trip over to see their families had valid visas and were being denied that day and so I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation which assures people that they will have access to counsel this was a bill that we introduced with the first the first No Ban Act around the Muslim ban, and I did it with then-Senator, U.S. Senator Kamala Harris, and we will introduce it again today to protect people's rights when they're arriving in this country. We've seen this story before. We know what happens. Pain for families, people's rights violated, chaos, and confusion. We will not allow these blanket bans on entire countries. They are not about national security. They're just about discrimination, plain and simple",cf7d7d51613383adc477115245a693f59972a477c642746a8d700570c6b8b1d7,-8,Npa9Fh4p,named_policy_advocacy,13,away,I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation,"Names two filed instruments and says she is leading and introducing them — a prescription about what the state should do, which is heavier than general argument. Two instruments and a stated commitment to act put it at the top of the band rather than the middle.",high,SPEAKER_00,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
pramila_jayapal_wa_07,x,transcription,-_mjL-eQuko,-_mjL-eQuko,pramila_jayapal_wa_07,7,7,7,0:01:38,0:03:01,98.08,181.17,1379,2559,"for me to co-sponsor, yet again, Representative Chu's No Ban Act. I too remember I had just been elected to Congress, my first month in Congress, when I showed up at the SeaTac Airport, and we had to literally stop a plane from leaving the gate. bring it back from the tarmac when it had already left the gate because there were Somali immigrants on that plane who had made the trip over to see their families had valid visas and were being denied that day and so I am proud to help lead this act and also to introduce the companion bill to the No Ban Act today the access to counsel legislation which assures people that they will have access to counsel this was a bill that we introduced with the first the first No Ban Act around the Muslim ban, and I did it with then-Senator, U.S. Senator Kamala Harris, and we will introduce it again today to protect people's rights when they're arriving in this country. We've seen this story before. We know what happens. Pain for families, people's rights violated, chaos, and confusion. We will not allow these blanket bans on entire countries. They are not about national security. They're just about discrimination, plain and simple",cf7d7d51613383adc477115245a693f59972a477c642746a8d700570c6b8b1d7,-7,Xa9Vk5Sn,wants_the_good_law_to_pass,13,away,"for me to co-sponsor, yet again, Representative Chu's No Ban Act","Says she is co-sponsoring a filed bill that would limit the unilateral entry-ban authority and is introducing an access-to-counsel companion the same day — instrument plus an unambiguous position that it should pass, plus a procedural commitment to move it. Substituted instance of the good-law class rather than one of the movement's own store records; that doubt is carried in the confidence, not in the number.",medium,SPEAKER_00,1.0,grp_x_20260905T2336Z_4286,2026-09-05T23:45:57.082Z
